,Company Name,Status Rocket,Cost in Millions of Dollars,Status Mission,Country of Launch,Companys Country of Origin,Private or State Run,Year,Month,Day,Date,Launch in Country of Company
932,NASA,StatusRetired,"1,160.0 ",Success,USA,USA,S,1969,7,16,16/07/1969,True
933,US Air Force,StatusRetired,59.0 ,Success,USA,USA,S,1969,6,3,03/06/1969,True
934,NASA,StatusRetired,"1,160.0 ",Success,USA,USA,S,1969,5,18,18/05/1969,True
935,US Air Force,StatusRetired,59.0 ,Success,USA,USA,S,1969,4,15,15/04/1969,True
936,US Air Force,StatusRetired,59.0 ,Success,USA,USA,S,1969,3,4,04/03/1969,True
937,NASA,StatusRetired,"1,160.0 ",Success,USA,USA,S,1969,3,3,03/03/1969,True
938,US Air Force,StatusRetired,59.0 ,Success,USA,USA,S,1969,1,22,22/01/1969,True
939,NASA,StatusRetired,"1,160.0 ",Success,USA,USA,S,1968,12,21,21/12/1968,True
940,US Air Force,StatusRetired,59.0 ,Success,USA,USA,S,1968,12,4,04/12/1968,True
941,US Air Force,StatusRetired,59.0 ,Success,USA,USA,S,1968,11,6,06/11/1968,True
942,US Air Force,StatusRetired,59.0 ,Success,USA,USA,S,1968,8,6,06/08/1968,True
943,US Air Force,StatusRetired,59.0 ,Success,USA,USA,S,1968,8,6,06/08/1968,True
944,US Air Force,StatusRetired,59.0 ,Success,USA,USA,S,1968,6,5,05/06/1968,True
945,US Air Force,StatusRetired,59.0 ,Success,USA,USA,S,1968,4,17,17/04/1968,True
946,NASA,StatusRetired,"1,160.0 ",Partial Failure,USA,USA,S,1968,4,4,04/04/1968,True
947,US Air Force,StatusRetired,59.0 ,Success,USA,USA,S,1968,3,13,13/03/1968,True
948,US Air Force,StatusRetired,59.0 ,Success,USA,USA,S,1968,1,18,18/01/1968,True
949,US Air Force,StatusRetired,59.0 ,Success,USA,USA,S,1967,12,5,05/12/1967,True
950,NASA,StatusRetired,"1,160.0 ",Success,USA,USA,S,1967,11,9,09/11/1967,True
951,US Air Force,StatusRetired,59.0 ,Success,USA,USA,S,1967,10,25,25/10/1967,True
952,US Air Force,StatusRetired,59.0 ,Success,USA,USA,S,1967,9,19,19/09/1967,True
953,US Air Force,StatusRetired,59.0 ,Success,USA,USA,S,1967,8,16,16/08/1967,True
954,US Air Force,StatusRetired,59.0 ,Partial Failure,USA,USA,S,1967,6,20,20/06/1967,True
955,US Air Force,StatusRetired,59.0 ,Failure,USA,USA,S,1967,4,26,26/04/1967,True
956,US Air Force,StatusRetired,59.0 ,Success,USA,USA,S,1967,2,24,24/02/1967,True
957,US Air Force,StatusRetired,59.0 ,Success,USA,USA,S,1966,12,14,14/12/1966,True
958,US Air Force,StatusRetired,59.0 ,Success,USA,USA,S,1966,9,28,28/09/1966,True
959,US Air Force,StatusRetired,59.0 ,Success,USA,USA,S,1966,7,29,29/07/1966,True
960,US Air Force,StatusRetired,63.23 ,Success,USA,USA,S,1965,5,6,06/05/1965,True
961,US Air Force,StatusRetired,63.23 ,Success,USA,USA,S,1965,2,11,11/02/1965,True
962,US Air Force,StatusRetired,63.23 ,Success,USA,USA,S,1964,12,10,10/12/1964,True
963,US Air Force,StatusRetired,63.23 ,Failure,USA,USA,S,1964,9,1,01/09/1964,True
